,event_id,matchday,date,home,score,away,home_score,away_score,home_win,away_win,tie,pred_home_win_prob,pred_away_win_prob,correct_pred,briar_score,briar_score_running_mean,running_briar_skill_score
29,30,8,2024-06-02,Atlético Ottawa,2–2,HFX Wanderers,2.0,2.0,0.0,0.0,1.0,0.7112494831927269,0.28875051680727315,2.0,0.4224989663854537,0.20554576732368268,0.17781693070526927
30,31,8,2024-06-02,Valour FC,2–0,Vancouver FC,2.0,0.0,1.0,0.0,0.0,0.4400791809317799,0.5599208190682201,0.0,0.31351132362602646,0.20902852720440346,0.16388589118238617
31,32,9,2024-06-08,HFX Wanderers,0–0,Pacific FC,0.0,0.0,0.0,0.0,1.0,0.46346365729145406,0.5365363427085459,2.0,0.07307268541709189,0.20477990714854996,0.18088037140580016
32,33,9,2024-06-08,Cavalry FC,1–0,Forge FC,1.0,0.0,1.0,0.0,0.0,0.4624315850366041,0.5375684149633959,0.0,0.28897980076625784,0.2073314190763593,0.1706743236945628
33,34,9,2024-06-09,Valour FC,0–2,Atlético Ottawa,0.0,2.0,0.0,1.0,0.0,0.4220525434684107,0.5779474565315893,1.0,0.1781283494481547,0.20647250526376504,0.17410997894493985
34,35,9,2024-06-09,York United,2–2,Vancouver FC,2.0,2.0,0.0,0.0,1.0,0.5345202078956907,0.46547979210430934,2.0,0.06904041579138132,0.20254587413598266,0.18981650345606937
35,36,10,2024-06-14,Valour FC,2–3,Pacific FC,2.0,3.0,0.0,1.0,0.0,0.4728516013265314,0.5271483986734686,1.0,0.223588636877065,0.20313039532323496,0.18747841870706017
36,37,10,2024-06-15,Atlético Ottawa,1–2,York United,1.0,2.0,0.0,1.0,0.0,0.6666384034872281,0.33336159651277186,0.0,0.4444067610040004,0.20965137817947185,0.1613944872821126
37,38,10,2024-06-15,HFX Wanderers,2–2,Forge FC,2.0,2.0,0.0,0.0,1.0,0.41704130154237845,0.5829586984576216,2.0,0.1659173969152431,0.20850048393567636,0.16599806425729458
38,39,10,2024-06-16,Vancouver FC,0–0,Cavalry FC,0.0,0.0,0.0,0.0,1.0,0.5211887281751884,0.47881127182481165,2.0,0.04237745635037671,0.20424091912579687,0.18303632349681254
39,40,11,2024-06-19,York United,2–0,Pacific FC,2.0,0.0,1.0,0.0,0.0,0.522160379322506,0.47783962067749397,1.0,0.22833070308921133,0.20484316372488226,0.18062734510047096
40,41,11,2024-06-21,Cavalry FC,1–1,Atlético Ottawa,1.0,1.0,0.0,0.0,1.0,0.5617331502292618,0.43826684977073815,2.0,0.12346630045852369,0.2028583621818003,0.18856655127279875
41,42,11,2024-06-23,Forge FC,2–1,Valour FC,2.0,1.0,1.0,0.0,0.0,0.7000198556730349,0.29998014432696507,1.0,0.08998808699042679,0.20017097467724382,0.19931610129102473
42,43,11,2024-06-23,Vancouver FC,0–4,HFX Wanderers,0.0,4.0,0.0,1.0,0.0,0.5727642075003493,0.4272357924996507,0.0,0.32805883739350317,0.20314511101948238,0.1874195559220705
43,44,12,2024-06-27,Valour FC,1–0,York United,1.0,0.0,1.0,0.0,0.0,0.42511783637542055,0.5748821636245794,0.0,0.3304895020536777,0.20603930172480503,0.17584279310077988
44,45,12,2024-06-27,Pacific FC,1–2,Vancouver FC,1.0,2.0,0.0,1.0,0.0,0.5735379510056311,0.4264620489943689,0.0,0.3289457812437377,0.20877055682522574,0.16491777269909702
45,46,12,2024-06-28,Atlético Ottawa,4–3,Forge FC,4.0,3.0,1.0,0.0,0.0,0.5489973641962193,0.45100263580378075,1.0,0.2034033775019577,0.20865387901385035,0.1653844839445986
46,47,12,2024-07-01,HFX Wanderers,1–0,Cavalry FC,1.0,0.0,1.0,0.0,0.0,0.5031056184163244,0.4968943815836756,1.0,0.2469040264494234,0.20946771193801147,0.1621291522479541
47,48,13,2024-07-05,Forge FC,3–3,Vancouver FC,3.0,3.0,0.0,0.0,1.0,0.6063231104042799,0.3936768895957201,2.0,0.21264622080855977,0.20953393087281458,0.1618642765087417
48,49,13,2024-07-06,York United,2–1,HFX Wanderers,2.0,1.0,1.0,0.0,0.0,0.5157243154195617,0.48427568458043835,1.0,0.23452293867585222,0.21004391062389696,0.15982435750441215
49,50,13,2024-07-07,Atlético Ottawa,0–1,Pacific FC,0.0,1.0,0.0,1.0,0.0,0.6661429695061182,0.3338570304938818,0.0,0.4437464558224291,0.21471796152786762,0.1411281538885295
50,51,13,2024-07-07,Valour FC,0–1,Cavalry FC,0.0,1.0,0.0,1.0,0.0,0.43886438583168713,0.5611356141683128,1.0,0.19260194915142395,0.21428431422636873,0.14286274309452507
51,52,14,2024-07-12,Vancouver FC,0–3,Atlético Ottawa,0.0,3.0,0.0,1.0,0.0,0.49769212057293716,0.5023078794270628,1.0,0.24769744688038703,0.2149268744697152,0.1402925021211392
52,53,14,2024-07-13,Cavalry FC,1–2,York United,1.0,2.0,0.0,1.0,0.0,0.582842512980867,0.417157487019133,0.0,0.33970539493785207,0.2172811861766612,0.1308752552933552
53,54,14,2024-07-14,Forge FC,2–1,Pacific FC,2.0,1.0,1.0,0.0,0.0,0.5770943033941441,0.42290569660585586,1.0,0.1788492282216842,0.21656948325156902,0.1337220669937239
54,56,15,2024-07-18,HFX Wanderers,3–1,Valour FC,3.0,1.0,1.0,0.0,0.0,0.6505320711795712,0.34946792882042876,1.0,0.12212783327404027,0.21485236234288668,0.14059055062845327
55,57,15,2024-07-20,Vancouver FC,1–1,York United,1.0,1.0,0.0,0.0,1.0,0.5088577738558072,0.4911422261441928,2.0,0.017715547711614432,0.21133206208161395,0.1546717516735442
56,58,15,2024-07-21,Atlético Ottawa,2–2,Valour FC,2.0,2.0,0.0,0.0,1.0,0.7265982567705629,0.2734017432294371,2.0,0.4531965135411258,0.21557529807213172,0.13769880771147314
57,59,15,2024-07-21,Cavalry FC,1–1,Forge FC,1.0,1.0,0.0,0.0,1.0,0.5178604649560509,0.48213953504394913,2.0,0.03572092991210174,0.21247436069006226,0.15010255723975097
58,60,16,2024-07-26,York United,4–1,Atlético Ottawa,4.0,1.0,1.0,0.0,0.0,0.547720286706667,0.45227971329333305,1.0,0.20455693905669955,0.2123401671030561,0.15063933158777565
59,61,16,2024-07-26,Vancouver FC,0–1,Cavalry FC,0.0,1.0,0.0,1.0,0.0,0.5259192215903145,0.47408077840968554,0.0,0.2765910276381623,0.2134110147786412,0.14635594088543524
60,62,16,2024-07-27,Forge FC,3–0,HFX Wanderers,3.0,0.0,1.0,0.0,0.0,0.6026730909283752,0.3973269090716248,1.0,0.15786867267241123,0.21250048458017842,0.1499980616792863
61,63,16,2024-07-28,Pacific FC,0–3,Valour FC,0.0,3.0,0.0,1.0,0.0,0.6243511188965811,0.3756488811034189,0.0,0.38981431966741276,0.21536038514610154,0.13855845941559386
62,64,17,2024-08-02,Pacific FC,1–1,York United,1.0,1.0,0.0,0.0,1.0,0.43049991630532347,0.5695000836946765,2.0,0.13900016738935306,0.21414831819758173,0.14340672720967307
63,65,17,2024-08-03,Atlético Ottawa,1–2,Cavalry FC,1.0,2.0,0.0,1.0,0.0,0.5683499831667511,0.4316500168332489,0.0,0.3230217033656463,0.21584946484083273,0.1366021406366691
64,66,17,2024-08-04,Valour FC,2–1,Forge FC,2.0,1.0,1.0,0.0,0.0,0.3965352193222377,0.6034647806777623,0.0,0.36416974151845977,0.21813131525125776,0.12747473899496897
65,67,17,2024-08-05,HFX Wanderers,3–2,Vancouver FC,3.0,2.0,1.0,0.0,0.0,0.5973697846268654,0.4026302153731346,1.0,0.16211109033141674,0.21728252396459352,0.13086990414162591
66,68,18,2024-08-10,Cavalry FC,,HFX Wanderers,,,,,,0.5760157929774073,0.42398420702259265,0.0,,0.21728252396459352,0.13086990414162591
67,69,18,2024-08-10,Forge FC,,Atlético Ottawa,,,,,,0.5966222162072908,0.40337778379270917,0.0,,0.21728252396459352,0.13086990414162591
68,70,18,2024-08-11,Vancouver FC,,Pacific FC,,,,,,0.5051203129635572,0.4948796870364428,0.0,,0.21728252396459352,0.13086990414162591
69,71,18,2024-08-11,Valour FC,,York United,,,,,,0.45838148652915583,0.5416185134708442,0.0,,0.21728252396459352,0.13086990414162591
